aircraft_id,tail_number,aircraft_model,airline,status,creation_date
12609,N915DN,B737-900,Delta Air Lines,Active,2019-03-18T11:29:00.000
12608,CGHQQ,B787-8,Air Canada,Active,2019-03-17T14:36:00.000
12607,CFIVR,B777-300,Air Canada,Active,2019-03-17T14:27:00.000
12606,N8504G,B737-800,Southwest Airlines,Active,2019-03-16T15:17:00.000
12605,N8545V,B737-800,Southwest Airlines,Active,2019-03-15T15:41:00.000
12600,N8309C,B737-800,Southwest Airlines,Active,2019-03-13T22:14:00.000
12603,N8309C,B737-800,Southwest Airlines,Active,2019-03-13T22:14:00.000
12601,N8309C,B737-800,Southwest Airlines,Active,2019-03-13T22:14:00.000
12599,N8309C,B737-800,Southwest Airlines,Active,2019-03-13T22:14:00.000
12604,N8309C,B737-800,Southwest Airlines,Active,2019-03-13T22:14:00.000
12602,N8309C,B737-800,Southwest Airlines,Active,2019-03-13T22:14:00.000
12598,N914DU,B737-900,Delta Air Lines,Active,2019-03-13T19:17:00.000
12597,N866A,B737-800,Southwest Airlines,Active,2019-03-13T17:31:00.000
12596,CFSIP,B737-800,Air Canada,Active,2019-03-13T13:22:00.000
12595,N75513,B737-900,United Airlines,Active,2019-03-13T13:01:00.000
12594,N58762,B757-300,United Airlines,Active,2019-03-13T11:40:00.000
12593,N297AK,B737-900,Alaska Airlines,Active,2019-03-12T23:16:00.000
12592,N911DQ,B737-900,Delta Air Lines,Active,2019-03-11T19:15:00.000
12591,N8501V,B737-800,Southwest Airlines,Active,2019-03-11T17:30:00.000
12590,N8641B,B737-800,Southwest Airlines,Active,2019-03-11T17:29:00.000
12589,N12003,B787-9,United Airlines,Active,2019-03-11T06:43:00.000
12588,N917DU,B737-900,Delta Air Lines,Active,2019-03-10T17:57:00.000
12587,N8735L,B737-800,Southwest Airlines,Active,2019-03-09T17:27:00.000
12586,N823SY,B737-800,Sun Country Airlines,Active,2019-03-08T17:26:00.000
12585,N572AS,B737-900,Alaska Airlines,Active,2019-03-07T23:52:00.000
12584,N292AK,B737-900,Alaska Airlines,Active,2019-03-07T01:08:00.000
12583,BLXH,A350-1000,Cathay Pacific,Active,2019-03-06T16:30:00.000
12582,N8623F,B737-800,Southwest Airlines,Active,2019-03-06T15:19:00.000
12581,N913DU,B737-900,Delta Air Lines,Active,2019-03-05T18:14:00.000
12580,407KZ,B747-400,Nippon Cargo Airlines,Active,2019-03-05T00:48:00.000
12579,VTALJ,B777-300,Air India Limited,Active,2019-03-03T12:25:00.000
12578,B16729,B777-300,EVA Airways,Active,2019-03-02T18:22:00.000
12577,N7838A,B737-700,Southwest Airlines,Active,2019-03-02T14:49:00.000
12576,N7852A,B737-700,Southwest Airlines,Active,2019-03-02T14:46:00.000
12575,CGFJZ,CRJ-900,Air Canada,Active,2019-03-02T09:50:00.000
12574,FHREV,A350-900,French bee,Active,2019-03-01T19:51:00.000
12573,TCJJL,B777-300,Turkish Airlines,Active,2019-02-28T20:03:00.000
12572,N486MC,B747-400,"Atlas Air, Inc",Active,2019-02-28T15:29:00.000
12571,N916DU,B737-900,Delta Air Lines,Active,2019-02-26T18:47:00.000
12570,GVFAN,B787-9,Virgin Atlantic,Active,2019-02-25T19:58:00.000
12569,CFSJJ,B737-800,Air Canada,Active,2019-02-25T05:37:00.000
12568,N7876A,B737-700,Southwest Airlines,Active,2019-02-24T13:44:00.000
12567,N7744A,B737-700,Southwest Airlines,Active,2019-02-24T13:41:00.000
12566,N987SW,CRJ-200,Skywest Airlines,Active,2019-02-23T11:57:00.000
12565,N987SW,CRJ-200,Skywest Airlines,Active,2019-02-23T11:57:00.000
12564,BLXG,A350-1000,Cathay Pacific,Active,2019-02-17T18:03:00.000
12563,N7845A,B737-700,Southwest Airlines,Active,2019-02-17T15:05:00.000
12562,N170SY,E175-,Skywest Airlines,Active,2019-02-16T00:49:00.000
12561,HL8210,B777-300,Korean Air Lines,Active,2019-02-14T16:57:00.000
12560,N7731A,B737-700,Southwest Airlines,Active,2019-02-14T16:03:00.000
12559,713,CRJ-900,Air Canada,Active,2019-02-13T13:11:00.000
12558,N7710A,B737-700,Southwest Airlines,Active,2019-02-12T13:41:00.000
12557,CFSDQ,B737-800,Air Canada,Active,2019-02-12T13:13:00.000
12556,N68843,B737-900,United Airlines,Active,2019-02-11T19:52:00.000
12555,N645QX,EMB-170,Horizon Air,Active,2019-02-10T08:50:00.000
12554,N7705A,B737-700,Southwest Airlines,Active,2019-02-09T12:48:00.000
12553,N8522P,B737-800,Southwest Airlines,Active,2019-02-07T14:38:00.000
12552,N7732A,B737-700,Southwest Airlines,Active,2019-02-07T14:37:00.000
12551,N17002,B787-10,United Airlines,Active,2019-02-05T16:36:00.000
12550,FGZNC,B777-300,Air France,Active,2019-02-05T10:06:00.000
12549,N620QX,EMB-170,Horizon Air,Active,2019-02-04T15:55:00.000
12548,N7875A,B737-700,Southwest Airlines,Active,2019-02-04T13:27:00.000
12547,N7837A,B737-700,Southwest Airlines,Active,2019-02-04T13:25:00.000
12546,N637QX,EMB-170,Horizon Air,Active,2019-02-03T15:55:00.000
12545,830082,DC10-40,Signature Flight Support,Active,2019-02-03T00:50:00.000
12544,N379HA,A330-300,Hawaiian Airlines,Active,2019-02-02T10:59:00.000
12543,N762CK,B767-300,Kalitta Air,Active,2019-01-31T09:30:00.000
12542,N7844A,B737-700,Southwest Airlines,Active,2019-01-30T10:11:00.000
12541,N7748A,B737-700,Southwest Airlines,Active,2019-01-29T10:45:00.000
12540,N7723E,B737-700,Southwest Airlines,Active,2019-01-29T10:32:00.000
12539,CFNVV,A320-200,Air Canada,Active,2019-01-28T22:11:00.000
12538,N7854B,B737-700,Southwest Airlines,Active,2019-01-28T19:56:00.000
12537,N664QX,EMB-170,Horizon Air,Active,2019-01-26T23:25:00.000
12536,N438AS,B737-800,Alaska Airlines,Active,2019-01-26T21:06:00.000
12534,N184SY,E175-,Skywest Airlines,Active,2019-01-25T21:19:00.000
12535,N184SY,E175-,Skywest Airlines,Active,2019-01-25T21:19:00.000
12531,TFFIS,B757-200,Icelandair EHF,Active,2019-01-25T16:15:00.000
12530,TFFIS,B757-200,Icelandair EHF,Active,2019-01-25T16:15:00.000
12529,TFFIS,B757-200,Icelandair EHF,Active,2019-01-25T16:15:00.000
12533,TFFIS,B757-200,Icelandair EHF,Active,2019-01-25T16:15:00.000
12532,TFFIS,B757-200,Icelandair EHF,Active,2019-01-25T16:15:00.000
12528,TFFIS,B757-200,Icelandair EHF,Active,2019-01-25T16:14:00.000
12527,TFFIS,B757-200,Icelandair EHF,Active,2019-01-25T16:14:00.000
12526,N773SA,B737-700,Southwest Airlines,Active,2019-01-25T15:02:00.000
12525,N7846A,B737-700,Southwest Airlines,Active,2019-01-25T15:01:00.000
12524,N8551Q,B737-800,Southwest Airlines,Active,2019-01-25T15:00:00.000
12509,N360HA,A330-200,Hawaiian Airlines,Active,2019-01-21T09:59:00.000
12508,VTALF,B777-200,Air India Limited,Active,2019-01-21T00:08:00.000
12507,N7816B,B737-700,Southwest Airlines,Active,2019-01-19T15:07:00.000
12506,N185SY,E175-,Skywest Airlines,Active,2019-01-18T20:04:00.000
12505,N646QX,E175-,Horizon Air,Active,2019-01-18T20:03:00.000
12504,N990JT,A321-200,JetBlue Airways,Active,2019-01-18T18:26:00.000
12503,N977JT,A321-200,JetBlue Airways,Active,2019-01-18T18:19:00.000
12502,N912DU,B737-900,Delta Air Lines,Active,2019-01-17T18:03:00.000
12501,P7772,B777-300,Philippine Airlines,Active,2019-01-16T16:50:00.000
12499,C-FLJZ,CRJ-900,Air Canada,Active,2019-01-16T07:18:00.000
12498,CFLJZ,CRJ-900,Air Canada,Active,2019-01-16T07:18:00.000
12497,C-FLJZ,CRJ-900,Air Canada,Active,2019-01-16T07:18:00.000
12500,C-FLJZ,CRJ-900,Air Canada,Active,2019-01-16T07:18:00.000
12496,N7751A,B737-700,Southwest Airlines,Active,2019-01-13T15:15:00.000
12495,N905DN,B737-900,Delta Air Lines,Active,2019-01-12T18:56:00.000
12494,N274AK,B737-900,Alaska Airlines,Active,2019-01-11T21:50:00.000
12493,P7781,B777-300,Philippine Airlines,Active,2019-01-11T16:11:00.000
12492,N8569Z,B737-800,Southwest Airlines,Active,2019-01-11T13:35:00.000
12491,N282AY,A330-200,American Airlines,Active,2019-01-11T01:16:00.000
12490,N485MC,B747-400,"Atlas Air, Inc",Active,2019-01-09T19:16:00.000
12489,P7775,B777-300,Philippine Airlines,Active,2019-01-09T16:00:00.000
12488,N764CK,B767-300,Kalitta Air,Active,2019-01-08T04:50:00.000
12487,N760CK,B767-300,Kalitta Air,Active,2019-01-08T04:48:00.000
12486,N296AK,B737-900,Alaska Airlines,Active,2019-01-07T23:07:00.000
12485,N7813P,B737-700,Southwest Airlines,Active,2019-01-07T13:37:00.000
12484,N269AK,B737-900,Alaska Airlines,Active,2019-01-07T00:11:00.000
12483,N867DA,B777-200,Delta Air Lines,Active,2019-01-06T19:35:00.000
12482,P7777,B777-300,Philippine Airlines,Active,2019-01-02T15:47:00.000
12481,7782,B777-300,Philippine Airlines,Active,2019-01-01T17:47:00.000
12480,9VSGF,A350-900,Singapore Airlines,Active,2019-01-01T17:09:00.000
12479,N908DN,B737-900,Delta Air Lines,Active,2019-01-01T10:31:00.000
12478,N921UW,A321-200,American Airlines,Active,2018-12-31T14:39:00.000
12477,N910DU,B737-900,Delta Air Lines,Active,2018-12-29T23:53:00.000
12476,N909DN,B737-900,Delta Air Lines,Active,2018-12-29T23:48:00.000
12475,N2020,B777-200,United Airlines,Active,2018-12-29T04:15:00.000
12474,N2748U,B777-300,United Airlines,Active,2018-12-28T04:49:00.000
12473,N237AK,B737-900,Alaska Airlines,Active,2018-12-27T22:41:00.000
12472,9VSGA,A350-900,Singapore Airlines,Active,2018-12-27T13:59:00.000
12471,N869AS,CRJ-200,Skywest Airlines,Active,2018-12-27T11:58:00.000
12470,N491AK,B737-900,Alaska Airlines,Active,2018-12-26T22:28:00.000
12469,N7889A,B737-700,Southwest Airlines,Active,2018-12-26T17:52:00.000
12468,N171SY,E175-,Skywest Airlines,Active,2018-12-26T00:27:00.000
12467,N194SY,E175-,Skywest Airlines,Active,2018-12-25T00:01:00.000
12466,N868DA,B757-200,Delta Air Lines,Active,2018-12-23T19:12:00.000
12465,N541AS,B737-800,Alaska Airlines,Active,2018-12-23T01:20:00.000
12464,N188SY,E175-,Skywest Airlines,Active,2018-12-23T01:12:00.000
12463,N198SY,EMB-170,Skywest Airlines,Active,2018-12-22T00:40:00.000
12462,N904DN,B737-900,Delta Air Lines,Active,2018-12-21T19:27:00.000
12461,N907DN,B737-900,Delta Air Lines,Active,2018-12-21T19:24:00.000
12460,B18053,B777-300,China Airlines,Active,2018-12-20T16:21:00.000
12459,N195SY,EMB-170,Skywest Airlines,Active,2018-12-20T01:24:00.000
12458,B18005,B777-300,China Airlines,Active,2018-12-19T18:04:00.000
12457,N7880D,B737-700,Southwest Airlines,Active,2018-12-19T16:46:00.000
12456,N151FE,B767-400ER,Federal Express,Active,2018-12-19T05:24:00.000
12455,N377DE,B737-800,Delta Air Lines,Active,2018-12-18T19:12:00.000
12454,N8711Q,B737-800,Southwest Airlines,Active,2018-12-18T18:20:00.000
12453,198SY,E175-,Skywest Airlines,Active,2018-12-18T00:22:00.000
12452,BLXF,A350-1000,Cathay Pacific,Active,2018-12-16T16:56:00.000
12451,N8712L,B737-800,Southwest Airlines,Active,2018-12-15T14:43:00.000
12450,N633QX,E175-,Horizon Air,Active,2018-12-14T19:48:00.000
12449,P7776,B777-300,Philippine Airlines,Active,2018-12-14T15:54:00.000
12448,N151FX,B767-200,Federal Express,Active,2018-12-11T18:52:00.000
12447,TFFIT,B757-200,Icelandair EHF,Active,2018-12-11T15:49:00.000
12446,9VSGD,A350-900,Singapore Airlines,Active,2018-12-11T13:46:00.000
12445,N224AK,B737-900,Alaska Airlines,Active,2018-12-09T22:52:00.000
12444,BLXE,A350-1000,Cathay Pacific,Active,2018-12-07T17:13:00.000
12426,9VSGB,A350-900,Singapore Airlines,Active,2018-12-05T00:34:00.000
12425,N7701B,B737-700,Southwest Airlines,Active,2018-12-04T15:58:00.000
12424,N8524Z,B737-800,Southwest Airlines,Active,2018-12-04T15:45:00.000
12423,N400SY,EMB-170,Skywest Airlines,Active,2018-12-03T23:45:00.000
12422,N176SY,E175-,Skywest Airlines,Active,2018-12-02T23:27:00.000
12421,CFTJV,B737-800,Air Canada,Active,2018-12-02T18:59:00.000
12420,N177SY,E175-,Skywest Airlines,Active,2018-12-02T00:28:00.000
12419,N197SY,E175-,Skywest Airlines,Active,2018-12-01T17:59:00.000
12418,9VSGG,A350-900,Singapore Airlines,Active,2018-12-01T14:00:00.000
12417,TCJJP,B777-300,Turkish Airlines,Active,2018-11-30T19:07:00.000
12416,9VSGC,A350-900,Singapore Airlines,Active,2018-11-29T17:51:00.000
12415,N631QX,EMB-170,Horizon Air,Active,2018-11-28T19:47:00.000
12414,N402SY,E175-,Skywest Airlines,Active,2018-11-27T19:43:00.000
12413,N479AS,B737-900,Alaska Airlines,Active,2018-11-27T00:13:00.000
12412,N495AS,B737-900,Alaska Airlines,Active,2018-11-26T01:05:00.000
12411,N866AS,CRJ-200,Skywest Airlines,Active,2018-11-25T11:13:00.000
12410,N634QX,E175-,Horizon Air,Active,2018-11-24T22:36:00.000
12409,N864AS,CRJ-700,Skywest Airlines,Active,2018-11-24T19:07:00.000
12408,N199SY,E175-,Skywest Airlines,Active,2018-11-24T01:24:00.000
12407,N290AY,A330-200,American Airlines,Active,2018-11-23T19:26:00.000
12406,N175SY,E175-,Skywest Airlines,Active,2018-11-23T17:53:00.000
12405,N951SW,CRJ-200,Skywest Airlines,Active,2018-11-23T13:08:00.000
12404,N8552Z,B737-800,Southwest Airlines,Active,2018-11-22T09:12:00.000
12403,N959WN,B737-700,Southwest Airlines,Active,2018-11-22T09:11:00.000
12402,N814AA,B787-8,American Airlines,Active,2018-11-22T09:08:00.000
12401,N995AN,A321-200,American Airlines,Active,2018-11-22T09:06:00.000
12400,N647GT,B767-300,DHL Express (USA),Active,2018-11-22T05:44:00.000
12399,N638QX,E175-,Horizon Air,Active,2018-11-22T00:41:00.000
12398,N627QX,E175-,Horizon Air,Active,2018-11-21T00:29:00.000
12397,BLGD,A350-900,Hong Kong Airlines Limited,Active,2018-11-20T20:13:00.000
12396,N251AK,B737-900,Alaska Airlines,Active,2018-11-19T23:30:00.000
12395,BLXD,A350-1000,Cathay Pacific,Active,2018-11-19T20:47:00.000
12394,N630QX,E175-,Horizon Air,Active,2018-11-19T00:42:00.000
12393,N929VA,A321-200,Virgin America,Inactive,2018-11-19T00:36:00.000
12392,BLGB,A350-900,Hong Kong Airlines Limited,Active,2018-11-18T20:06:00.000
12391,N181SY,EMB-170,Skywest Airlines,Active,2018-11-17T23:49:00.000
12390,N7730A,B737-700,Southwest Airlines,Active,2018-11-17T17:44:00.000
12389,N264AK,B737-900,Alaska Airlines,Active,2018-11-17T01:58:00.000
12388,N405SY,E175-,Skywest Airlines,Active,2018-11-16T23:23:00.000
12387,N906DN,B737-900,Delta Air Lines,Active,2018-11-16T19:55:00.000
12386,HL8251,B777-300,Korean Air Lines,Active,2018-11-16T16:14:00.000
12385,HX60,A350-900,Hong Kong Airlines Limited,Active,2018-11-16T07:25:00.000
12384,N193SY,E175-,Skywest Airlines,Active,2018-11-14T19:44:00.000
12383,N8AC,B787-8,American Airlines,Active,2018-11-14T16:09:00.000
12382,N629QX,E175-,Horizon Air,Active,2018-11-14T01:20:00.000
12381,TFFIU,B757-200,Icelandair EHF,Active,2018-11-13T17:28:00.000
12380,TFFIU,B757-200,Icelandair EHF,Active,2018-11-13T17:28:00.000
12379,TFFIU,B757-200,Icelandair EHF,Active,2018-11-13T17:28:00.000
12378,N290AA,A330-200,American Airlines,Active,2018-11-13T16:41:00.000
12377,N802AN,B787-8,American Airlines,Active,2018-11-13T02:39:00.000
12376,N636QX,E175-,Horizon Air,Active,2018-11-12T23:48:00.000
12375,N434AS,B737-900,Alaska Airlines,Active,2018-11-11T23:57:00.000
12374,ZK-OKT,B777-300,Air New Zealand,Active,2018-11-11T06:22:00.000
12373,N825NW,A330-300,Delta Air Lines,Active,2018-11-11T05:37:00.000
12372,N196SY,EMB-170,Skywest Airlines,Active,2018-11-11T02:08:00.000
12371,N403SY,E175-,Skywest Airlines,Active,2018-11-10T17:46:00.000
12370,N179SY,E175-,Skywest Airlines,Active,2018-11-10T17:44:00.000
12369,N178SY,E175-,Skywest Airlines,Active,2018-11-10T01:26:00.000
12368,N282AK,B737-900,Alaska Airlines,Active,2018-11-10T01:25:00.000
12367,N428AS,B737-900,Alaska Airlines,Active,2018-11-10T01:23:00.000
12366,N293AK,B737-900,Alaska Airlines,Active,2018-11-10T01:22:00.000
12365,N404SY,E175-,Skywest Airlines,Active,2018-11-09T01:39:00.000
12364,N288AK,B737-900,Alaska Airlines,Active,2018-11-09T01:32:00.000
12363,N187SY,E175-,Skywest Airlines,Active,2018-11-07T23:51:00.000
12362,N903DN,B737-900,Delta Air Lines,Active,2018-11-07T19:50:00.000
12361,N191SY,E175-,Skywest Airlines,Active,2018-11-07T16:55:00.000
12360,N8575Z,B737-800,Southwest Airlines,Active,2018-11-07T16:18:00.000
12359,CFDJZ,CRJ-900,Air Canada,Active,2018-11-07T11:38:00.000
12358,N622QX,E175-,Horizon Air,Active,2018-11-06T23:25:00.000
12357,N248AK,B737-900,Alaska Airlines,Active,2018-11-06T23:24:00.000
12356,N713CK,B747-400,Kalitta Air,Active,2018-11-06T19:39:00.000
12355,B-LXD,A350-1000,Cathay Pacific,Active,2018-11-06T17:39:00.000
12354,BLXA,A350-1000,Cathay Pacific,Active,2018-11-06T01:23:00.000
12353,N635QX,E175-,Horizon Air,Active,2018-11-06T01:05:00.000
12352,N247AK,B737-900,Alaska Airlines,Active,2018-11-06T00:53:00.000
12351,N337AS,EMB-195,Alaska Airlines,Active,2018-11-05T00:00:00.000
12350,N8653A,B737-800,Southwest Airlines,Active,2018-11-04T12:13:00.000
12349,N7855A,B737-700,Southwest Airlines,Active,2018-11-04T12:11:00.000
12348,N78540,B737-800,United Airlines,Active,2018-11-04T06:50:00.000
12347,N624QX,E175-,Skywest Airlines,Active,2018-11-03T17:10:00.000
12346,N174SY,EMB-170,Skywest Airlines,Inactive,2018-11-03T01:54:00.000
12345,BLXB,A350-1000,Cathay Pacific,Active,2018-11-02T19:12:00.000
12344,CFSDW,B737-800,Air Canada,Active,2018-11-02T17:36:00.000
12343,N4888U,A319-,United Airlines,Active,2018-11-02T09:00:00.000
12342,BLXC,A350-1000,Cathay Pacific,Active,2018-11-01T00:00:00.000
12341,N8687A,B737-800,Southwest Airlines,Active,2018-10-31T14:54:00.000
12340,N612AS,B737-700,Alaska Airlines,Active,2018-10-31T02:39:00.000
12339,N116FE,B767-200,Federal Express,Active,2018-10-30T15:21:00.000
12338,N77538,B737-800,United Airlines,Active,2018-10-30T08:11:00.000
12337,N287AK,B737-900,Alaska Airlines,Active,2018-10-29T22:24:00.000
12336,OH-LTS,A330-300,Finnair,Active,2018-10-29T15:49:00.000
12335,N609 AS,B737-700,Alaska Airlines,Active,2018-10-27T23:07:00.000
12334,N209SY,E175-,Skywest Airlines,Active,2018-10-27T21:43:00.000
12333,N964WN,B737-700,Southwest Airlines,Active,2018-10-27T12:06:00.000
12332,N370HA,A330-200,Hawaiian Airlines,Active,2018-10-27T10:42:00.000
12331,N992JB,A321-200,JetBlue Airways,Active,2018-10-26T14:45:00.000
12330,N8312C,B737-800,Southwest Airlines,Active,2018-10-26T14:30:00.000
12329,N7831B,B737-700,Southwest Airlines,Active,2018-10-24T11:38:00.000
12328,N654GT,B767-300,DHL Express (USA),Active,2018-10-24T11:20:00.000
12327,N8721J,B737-800,Southwest Airlines,Active,2018-10-23T17:27:00.000
12326,B16703,B777-300,EVA Airways,Active,2018-10-21T17:51:00.000
12325,N7857B,B737-700,Southwest Airlines,Active,2018-10-21T16:09:00.000
12324,N8679A,B737-800,Southwest Airlines,Active,2018-10-21T16:08:00.000
12323,N253AK,B737-900,Alaska Airlines,Active,2018-10-20T22:42:00.000
12322,N8600F,B737-800,Southwest Airlines,Active,2018-10-19T14:34:00.000
12321,N8616C,B737-800,Southwest Airlines,Active,2018-10-18T14:54:00.000
12320,N8534Z,B737-800,Southwest Airlines,Active,2018-10-18T14:52:00.000
12319,N403AS,B737-900,Alaska Airlines,Active,2018-10-17T23:24:00.000
12318,N8577Z,B737-800,Southwest Airlines,Active,2018-10-17T13:57:00.000
12317,N210FR,A320-200,Frontier Airlines,Active,2018-10-15T22:06:00.000
12316,N8630B,B737-800,Southwest Airlines,Active,2018-10-15T12:34:00.000
12315,N3746D,B737-800,Delta Air Lines,Active,2018-10-14T20:43:00.000
12314,N8538V,B737-800,Southwest Airlines,Active,2018-10-14T12:26:00.000
12313,N8603F,B737-800,Southwest Airlines,Active,2018-10-13T13:37:00.000
12312,N560WN,B737-800,Southwest Airlines,Active,2018-10-13T13:22:00.000
12311,N8629A,B737-800,Southwest Airlines,Active,2018-10-13T13:20:00.000
12310,N982JB,A321-200,JetBlue Airways,Active,2018-10-12T07:03:00.000
12309,N990JL,A321-200,JetBlue Airways,Active,2018-10-12T06:58:00.000
12308,N7722B,B737-700,Southwest Airlines,Active,2018-10-11T19:53:00.000
12307,N184DA,B767-300,Delta Air Lines,Active,2018-10-11T19:03:00.000
12306,N8540V,B737-800,Southwest Airlines,Active,2018-10-11T14:39:00.000
12305,N561WN,B737-700,Southwest Airlines,Active,2018-10-11T14:37:00.000
12304,VH-ZNC,B787-8,Qantas Airways,Active,2018-10-11T02:07:00.000
12303,N8305E,B737-800,Southwest Airlines,Active,2018-10-10T14:04:00.000
12302,N8542Z,B737-800,Southwest Airlines,Active,2018-10-10T14:03:00.000
12301,N157SY,E175-,Skywest Airlines,Active,2018-10-10T13:19:00.000
12300,N8647A,B737-800,Southwest Airlines,Active,2018-10-09T11:03:00.000
12299,N8686A,B737-800,Southwest Airlines,Active,2018-10-09T11:01:00.000
12298,N8637A,B737-800,Southwest Airlines,Active,2018-10-08T18:00:00.000
12297,N284AS,B737-900,Alaska Airlines,Active,2018-10-07T23:56:00.000
12296,N8714Q,B737-800,Southwest Airlines,Active,2018-10-07T15:01:00.000
12295,N8707P,B737-800,Southwest Airlines,Active,2018-10-07T14:59:00.000
12294,N8520K,B737-800,Southwest Airlines,Active,2018-10-06T11:39:00.000
12293,N8557,B737-800,Southwest Airlines,Active,2018-10-06T10:39:00.000
12292,LN-RKF,A340-300,SAS Airlines,Active,2018-10-05T18:06:00.000
12291,N900PL,B757-200,Delta Air Lines,Active,2018-10-04T21:21:00.000
12290,N8696E,B737-800,Southwest Airlines,Active,2018-10-04T13:27:00.000
12289,N8674B,B737-800,Southwest Airlines,Active,2018-10-03T12:12:00.000
12288,N8518R,B737-800,Southwest Airlines,Active,2018-10-03T12:10:00.000
12287,N278AK,B737-900,Alaska Airlines,Active,2018-10-02T23:45:00.000
12286,N8678E,B737-800,Southwest Airlines,Active,2018-10-02T12:37:00.000
12285,N8663A,B737-800,Southwest Airlines,Active,2018-10-02T12:32:00.000
12284,N171DN,B767-300,Delta Air Lines,Active,2018-10-01T18:01:00.000
12283,N8699A,B737-800,Southwest Airlines,Active,2018-10-01T11:40:00.000
12282,N8532S,B737-800,Southwest Airlines,Active,2018-10-01T11:37:00.000
12281,N8519R,B737-800,Southwest Airlines,Active,2018-09-30T13:49:00.000
12280,N8659D,B737-800,Southwest Airlines,Active,2018-09-30T13:47:00.000
12279,N8573Z,B737-800,Southwest Airlines,Active,2018-09-29T15:49:00.000
12278,N285AK,B737-900,Alaska Airlines,Active,2018-09-29T04:13:00.000
12277,GVMIK,A330-200,Virgin Atlantic,Active,2018-09-28T19:25:00.000
12276,N965WN,B737-800,Southwest Airlines,Active,2018-09-27T11:32:00.000
12275,N8302F,B737-800,Southwest Airlines,Active,2018-09-27T11:31:00.000
12274,N8302F,B737-800,Southwest Airlines,Active,2018-09-27T11:31:00.000
12273,N8660A,B737-800,Southwest Airlines,Active,2018-09-27T11:30:00.000
12272,N8549Z,B737-800,Southwest Airlines,Active,2018-09-26T17:24:00.000
12271,N8656,B737-800,Southwest Airlines,Active,2018-09-26T16:11:00.000
12269,CGDJZ,CRJ-900,Air Canada,Active,2018-09-26T15:26:00.000
12270,CGDJZ,CRJ-900,Air Canada,Active,2018-09-26T15:26:00.000
12268,CGDJZ,CRJ-900,Air Canada,Active,2018-09-26T15:26:00.000
12267,CGDJZ,CRJ-900,Air Canada,Active,2018-09-26T15:26:00.000
12266,N354DN,A321-200,Delta Air Lines,Active,2018-09-25T20:49:00.000
12265,N8531Q,B737-800,Southwest Airlines,Active,2018-09-25T12:29:00.000
12264,N8688J,B737-800,Southwest Airlines,Active,2018-09-25T12:28:00.000
12263,N209NN,E175-,Compass Airlines,Active,2018-09-24T18:17:00.000
12262,N201CZ,E175-,Compass Airlines,Active,2018-09-24T18:16:00.000
12261,N7834A,B737-700,Southwest Airlines,Active,2018-09-24T15:49:00.000
12260,N702CK,B747-400,Kalitta Air,Active,2018-09-24T15:04:00.000
12259,N2645U,B777-300,United Airlines,Active,2018-09-24T14:20:00.000
12258,N161SW,E175-,Skywest Airlines,Active,2018-09-24T13:53:00.000
12257,N8633A,B737-800,Southwest Airlines,Active,2018-09-23T16:00:00.000
12256,N7727A,B737-700,Southwest Airlines,Active,2018-09-23T15:58:00.000
12255,N267AK,B737-900,Alaska Airlines,Active,2018-09-22T21:12:00.000
12254,B16728,B777-300,EVA Airways,Active,2018-09-22T16:37:00.000
12253,N8566Z,B737-800,Southwest Airlines,Active,2018-09-22T15:18:00.000
12252,N290AK,B737-900,Alaska Airlines,Active,2018-09-22T01:05:00.000
12251,N8579Z,B737-800,Southwest Airlines,Active,2018-09-21T13:33:00.000
12250,N984JT,A321-200,JetBlue Airways,Active,2018-09-21T04:29:00.000
12249,N8580Z,B737-800,Southwest Airlines,Active,2018-09-19T14:14:00.000
12247,N8580Z,B737-800,Southwest Airlines,Active,2018-09-19T14:13:00.000
12248,N8580Z,B737-800,Southwest Airlines,Active,2018-09-19T14:13:00.000
12246,N500WR,B737-800,Southwest Airlines,Active,2018-09-19T14:10:00.000
12245,N8606C,B737-800,Southwest Airlines,Active,2018-09-18T17:00:00.000
12244,N37700,B737-800,Delta Air Lines,Active,2018-09-18T10:11:00.000
12243,N581DA,B757-200,Delta Air Lines,Active,2018-09-17T16:44:00.000
12242,N7720F,B737-700,Southwest Airlines,Active,2018-09-17T15:42:00.000
12241,N8512,B737-800,Southwest Airlines,Active,2018-09-17T15:09:00.000
12240,N69833,B737-900,United Airlines,Active,2018-09-17T07:52:00.000
12239,HL8216,B777-300,Korean Air Lines,Active,2018-09-16T01:02:00.000
12238,N280AK,B737-900,Alaska Airlines,Active,2018-09-15T23:47:00.000
12237,N8669B,B737-800,Southwest Airlines,Active,2018-09-15T12:19:00.000
12236,N8503A,B737-800,Southwest Airlines,Active,2018-09-15T12:17:00.000
12235,BKPP,B777-300,Cathay Pacific,Active,2018-09-14T18:19:00.000
12234,N986JB,A321-200,JetBlue Airways,Active,2018-09-14T18:11:00.000
12233,N8529Z,B737-800,Southwest Airlines,Active,2018-09-14T14:36:00.000
12232,BKQY,B777-300,Cathay Pacific,Active,2018-09-14T13:54:00.000
12231,BKPH,B777-300,Cathay Pacific,Active,2018-09-14T13:51:00.000
12230,N423AS,B737-900,Alaska Airlines,Active,2018-09-14T00:33:00.000
12229,N8698B,B737-800,Southwest Airlines,Active,2018-09-13T15:05:00.000
12228,N8619F,B737-700,Southwest Airlines,Active,2018-09-13T15:03:00.000
